Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Sampling,Bias_type,RUL
10,14.37634762,84.98906258,22.6,108.5,10,a,59.11149152
10,35.53406728,84.69859506,22.7,108.4,10,a,59.11149152
10,6.385112335,84.57150555,22.8,108.3,10,a,59.11149152
10,29.60804405,84.65320069,22.9,108.2,10,a,59.11149152
10,1.634793206,84.81659097,23,108.1,10,a,59.11149152
10,7.674391202,84.68952601,23.1,108,10,a,59.11149152
10,0,84.65320069,23.2,107.9,10,a,59.11149152
10,16.29497409,84.53520478,23.3,107.8,10,a,59.11149152
10,14.24863904,84.72582678,23.4,107.7,10,a,59.11149152
10,4.425358638,85.0616764,23.5,107.6,10,a,59.11149152
10,0,84.70767639,23.6,107.5,10,a,59.11149152
10,0,84.77120887,23.7,107.4,10,a,59.11149152
10,1.310577835,85.09798944,23.8,107.3,10,a,59.11149152
10,0,84.65320069,23.9,107.2,10,a,59.11149152
10,17.94217213,85.14256236,24,107.1,10,a,59.11149152
10,22.23055305,84.98906258,24.1,107,10,a,59.11149152
10,0,85.13367489,24.2,106.9,10,a,59.11149152
10,0,85.0162943,24.3,106.8,10,a,59.11149152
10,8.00819969,84.95274954,24.4,106.7,10,a,59.11149152
10,22.6990599,84.68952601,24.5,106.6,10,a,59.11149152
10,25.93987601,84.38996488,24.6,106.5,10,a,59.11149152
10,26.27895319,84.66228202,24.7,106.4,10,a,59.11149152
10,7.050101872,84.76213982,24.8,106.3,10,a,59.11149152
10,4.992437778,84.3264324,24.9,106.2,10,a,59.11149152
10,1.118138011,84.42627792,25,106.1,10,a,59.11149152
10,18.61603119,84.50797307,25.1,106,10,a,59.11149152
10,19.643407,84.30826974,25.2,105.9,10,a,59.11149152
10,0,84.29920068,25.3,105.8,10,a,59.11149152
10,10.59695443,84.89828611,25.4,105.7,10,a,59.11149152
10,5.027485779,84.75305849,25.5,105.6,10,a,59.11149152
10,17.69693035,84.52612345,25.6,105.5,10,a,59.11149152
10,23.2768015,84.95274954,25.7,105.4,10,a,59.11149152
10,22.85507734,85.03444468,25.8,105.3,10,a,59.11149152
10,15.52119484,84.22658687,25.9,105.2,10,a,59.11149152
10,6.729706577,84.62596898,26,105.1,10,a,59.11149152
10,5.580106396,84.83475363,26.1,105,10,a,59.11149152
10,0,84.80752192,26.2,104.9,10,a,59.11149152
10,23.48752686,84.9709122,26.3,104.8,10,a,59.11149152
10,1.879795429,84.83475363,26.4,104.7,10,a,59.11149152
10,0,84.95274954,26.5,104.6,10,a,59.11149152
10,1.98170634,84.81659097,26.6,104.5,10,a,59.11149152
10,25.62683922,85.00721297,26.7,104.4,10,a,59.11149152
10,14.27967789,84.94368049,26.8,104.3,10,a,59.11149152
10,7.988270701,84.88013573,26.9,104.2,10,a,59.11149152
10,13.87019968,84.61689992,27,104.1,10,a,59.11149152
10,17.03278584,85.0162943,27.1,104,10,a,59.11149152
10,18.26609747,85.08890811,27.2,103.9,10,a,59.11149152
10,9.90899338,84.55335516,27.3,103.8,10,a,59.11149152
10,35.20523678,84.4171966,27.4,103.7,10,a,59.11149152
10,22.57538248,84.42627792,27.5,103.6,10,a,59.11149152
10,0,84.46259097,27.6,103.5,10,a,59.11149152
10,3.865148596,84.45350964,27.7,103.4,10,a,59.11149152
10,12.6971646,84.53520478,27.8,103.3,10,a,59.11149152
10,18.24322682,84.9164365,27.9,103.2,10,a,59.11149152
10,10.82224795,84.88013573,28,103.1,10,a,59.11149152
10,13.01153172,84.89828611,28.1,103,10,a,59.11149152
10,11.49362307,84.85290402,28.2,102.9,10,a,59.11149152
10,1.372021948,84.55335516,28.3,102.8,10,a,59.11149152
10,33.6122127,84.68952601,28.4,102.7,10,a,59.11149152
10,11.01174851,84.74397716,28.5,102.6,10,a,59.11149152
10,35.16754857,84.4716723,28.6,102.5,10,a,59.11149152
10,2.506161533,84.81659097,28.7,102.4,10,a,59.11149152
10,9.207310188,84.61689992,28.8,102.3,10,a,59.11149152
10,2.62501731,84.98906258,28.9,102.2,10,a,59.11149152
10,7.383822976,84.71675772,29,102.1,10,a,59.11149152
10,24.40260944,85.00721297,29.1,102,10,a,59.11149152
10,22.17260769,84.93459916,29.2,101.9,10,a,59.11149152
10,4.64734845,84.90736744,29.3,101.8,10,a,59.11149152
10,15.2196905,84.64411936,29.4,101.7,10,a,59.11149152
10,9.219102126,85.03444468,29.5,101.6,10,a,59.11149152
10,22.28003155,84.60781859,29.6,101.5,10,a,59.11149152
10,5.107720215,84.69859506,29.7,101.4,10,a,59.11149152
10,29.68940903,84.92551783,29.8,101.3,10,a,59.11149152
10,0,85.0616764,29.9,101.2,10,a,59.11149152
10,19.19132234,84.74397716,30,101.1,10,a,59.11149152
10,0,84.9709122,30.1,101,10,a,59.11149152
10,5.557536955,84.76213982,30.2,100.9,10,a,59.11149152
10,2.947616608,84.7802902,30.3,100.8,10,a,59.11149152
10,29.34646866,84.85290402,30.4,100.7,10,a,59.11149152
10,11.90038398,84.8256723,30.5,100.6,10,a,59.11149152
10,16.65907754,84.53520478,30.6,100.5,10,a,59.11149152
10,0,84.6804324,30.7,100.4,10,a,59.11149152
10,6.307765598,84.78937153,30.8,100.3,10,a,59.11149152
10,17.42571092,84.54428611,30.9,100.2,10,a,59.11149152
10,12.69308262,84.64411936,31,100.1,10,a,59.11149152
10,20.46934469,84.72582678,31.1,100,10,a,59.11149152
10,25.58311655,85.0616764,31.2,99.9,10,a,59.11149152
10,6.63640729,84.65320069,31.3,99.8,10,a,59.11149152
10,6.471399724,84.77120887,31.4,99.7,10,a,59.11149152
10,21.70826233,84.58966821,31.5,99.6,10,a,59.11149152
10,16.85107492,84.26288764,31.6,99.5,10,a,59.11149152
10,18.22834405,84.58966821,31.7,99.4,10,a,59.11149152
10,8.974101491,84.51705439,31.8,99.3,10,a,59.11149152
10,8.324975141,84.66228202,31.9,99.2,10,a,59.11149152
10,23.33047937,84.74397716,32,99.1,10,a,59.11149152
10,34.70766022,84.72582678,32.1,99,10,a,59.11149152
10,15.06887947,84.79844059,32.2,98.9,10,a,59.11149152
10,29.50972888,84.75305849,32.3,98.8,10,a,59.11149152
10,30.84729687,85.0616764,32.4,98.7,10,a,59.11149152
10,27.87124223,85.02537563,32.5,98.6,10,a,59.11149152
10,32.44878474,84.80752192,32.6,98.5,10,a,59.11149152
10,20.5250416,84.7802902,32.7,98.4,10,a,59.11149152
10,1.468650009,84.50797307,32.8,98.3,10,a,59.11149152
10,8.254262377,84.77120887,32.9,98.2,10,a,59.11149152
10,14.60463644,84.52612345,33,98.1,10,a,59.11149152
10,1.241415193,84.43535925,33.1,98,10,a,59.11149152
10,10.88768328,84.7349081,33.2,97.9,10,a,59.11149152
10,29.41652141,85.0162943,33.3,97.8,10,a,59.11149152
10,8.790634071,84.8256723,33.4,97.7,10,a,59.11149152
10,17.92563434,84.96183087,33.5,97.6,10,a,59.11149152
10,18.00878784,84.71675772,33.6,97.5,10,a,59.11149152
10,35.20281041,85.0616764,33.7,97.4,10,a,59.11149152
10,11.25183013,84.7802902,33.8,97.3,10,a,59.11149152
10,20.31205764,84.59873726,33.9,97.2,10,a,59.11149152
10,1.16264023,84.93459916,34,97.1,10,a,59.11149152
10,5.896066683,84.38996488,34.1,97,10,a,59.11149152
10,17.11869612,84.46259097,34.2,96.9,10,a,59.11149152
10,18.43270695,84.60781859,34.3,96.8,10,a,59.11149152
10,6.269590825,84.60781859,34.4,96.7,10,a,59.11149152
10,13.96274151,84.62596898,34.5,96.6,10,a,59.11149152
10,4.203761263,84.7802902,34.6,96.5,10,a,59.11149152
10,22.74438504,84.7349081,34.7,96.4,10,a,59.11149152
10,3.989140626,84.72582678,34.8,96.3,10,a,59.11149152
10,14.44473939,84.66228202,34.9,96.2,10,a,59.11149152
10,17.38509034,84.80752192,35,96.1,10,a,59.11149152
10,28.51400265,84.70767639,35.1,96,10,a,59.11149152
10,0.428870211,84.63505031,35.2,95.9,10,a,59.11149152
10,15.50482893,84.88920479,35.3,95.8,10,a,59.11149152
10,0,84.8256723,35.4,95.7,10,a,59.11149152
10,14.69990999,85.15144983,35.5,95.6,10,a,59.11149152
10,22.1049465,85.11591195,35.6,95.5,10,a,59.11149152
10,2.943981666,85.12479942,35.7,95.4,10,a,59.11149152
10,11.46135794,84.94368049,35.8,95.3,10,a,59.11149152
10,29.30358843,84.88013573,35.9,95.2,10,a,59.11149152
10,33.88434095,85.02537563,36,95.1,10,a,59.11149152
10,20.01546342,84.51705439,36.1,95,10,a,59.11149152
10,37.19736291,84.52612345,36.2,94.9,10,a,59.11149152
10,20.89308323,84.53520478,36.3,94.8,10,a,59.11149152
10,13.70542404,84.89828611,36.4,94.7,10,a,59.11149152
10,18.92478766,84.93459916,36.5,94.6,10,a,59.11149152
10,2.045423247,84.63505031,36.6,94.5,10,a,59.11149152
10,11.4838677,84.43535925,36.7,94.4,10,a,59.11149152
10,13.41485768,84.57150555,36.8,94.3,10,a,59.11149152
10,32.92636902,84.50797307,36.9,94.2,10,a,59.11149152
10,21.0207772,84.62596898,37,94.1,10,a,59.11149152
10,41.04919093,84.52612345,37.1,94,10,a,59.11149152
10,25.84518593,85.03444468,37.2,93.9,10,a,59.11149152
10,23.63684472,85.10703649,37.3,93.8,10,a,59.11149152
10,16.42397507,84.85290402,37.4,93.7,10,a,59.11149152
10,9.545498451,84.6804324,37.5,93.6,10,a,59.11149152
10,19.8410546,84.83475363,37.6,93.5,10,a,59.11149152
10,12.95530814,84.93459916,37.7,93.4,10,a,59.11149152
10,0.156773314,85.0616764,37.8,93.3,10,a,59.11149152
10,18.4261445,84.65320069,37.9,93.2,10,a,59.11149152
10,13.32170073,84.9164365,38,93.1,10,a,59.11149152
10,20.79408753,84.7349081,38.1,93,10,a,59.11149152
10,14.63423592,84.8710544,38.2,92.9,10,a,59.11149152
10,25.87850461,84.48074135,38.3,92.8,10,a,59.11149152
10,11.93049915,85.07983905,38.4,92.7,10,a,59.11149152
10,20.49419763,84.88013573,38.5,92.6,10,a,59.11149152
10,23.07904297,84.65320069,38.6,92.5,10,a,59.11149152
10,15.53844806,84.48982268,38.7,92.4,10,a,59.11149152
10,6.98800887,84.59873726,38.8,92.3,10,a,59.11149152
10,18.65462633,84.54428611,38.9,92.2,10,a,59.11149152
10,27.29179313,84.99814391,39,92.1,10,a,59.11149152
10,0,85.08890811,39.1,92,10,a,59.11149152
10,16.10495998,84.99814391,39.2,91.9,10,a,59.11149152
10,16.74611738,84.7349081,39.3,91.8,10,a,59.11149152
10,20.43412049,84.9164365,39.4,91.7,10,a,59.11149152
10,12.92917676,84.7349081,39.5,91.6,10,a,59.11149152
10,21.57878067,84.70767639,39.6,91.5,10,a,59.11149152
10,12.38832872,84.46259097,39.7,91.4,10,a,59.11149152
10,21.35802583,84.66228202,39.8,91.3,10,a,59.11149152
10,33.08619469,84.66228202,39.9,91.2,10,a,59.11149152
10,19.05942692,84.58058688,40,91.1,10,a,59.11149152
10,10.41546575,85.16921276,40.1,91,10,a,59.11149152
10,19.20089097,84.8256723,40.2,90.9,10,a,59.11149152
10,25.91234527,85.12479942,40.3,90.8,10,a,59.11149152
10,18.74820664,84.74397716,40.4,90.7,10,a,59.11149152
10,38.73328595,84.49889174,40.5,90.6,10,a,59.11149152
10,16.71618888,84.75305849,40.6,90.5,10,a,59.11149152
10,16.88193611,84.57150555,40.7,90.4,10,a,59.11149152
10,36.78005136,84.64411936,40.8,90.3,10,a,59.11149152
10,23.07037927,84.76213982,40.9,90.2,10,a,59.11149152
10,25.50808844,84.71675772,41,90.1,10,a,59.11149152
10,33.45964306,84.64411936,41.1,90,10,a,59.11149152
10,14.51181793,85.13367489,41.2,89.9,10,a,59.11149152
10,19.34753805,85.3468781,41.3,89.8,10,a,59.11149152
10,27.68427675,85.02537563,41.4,89.7,10,a,59.11149152
10,11.78869273,84.49889174,41.5,89.6,10,a,59.11149152
10,25.61943462,84.39904621,41.6,89.5,10,a,59.11149152
10,9.909974975,84.51705439,41.7,89.4,10,a,59.11149152
10,23.34149372,84.55335516,41.8,89.3,10,a,59.11149152
10,44.2877454,84.60781859,41.9,89.2,10,a,59.11149152
10,18.3202056,84.60781859,42,89.1,10,a,59.11149152
10,17.11688862,84.72582678,42.1,89,10,a,59.11149152
10,38.36958881,84.34458278,42.2,88.9,10,a,59.11149152
10,11.59874285,84.75305849,42.3,88.8,10,a,59.11149152
10,14.84951378,85.03444468,42.4,88.7,10,a,59.11149152
10,25.98618647,84.57150555,42.5,88.6,10,a,59.11149152
10,31.40053996,84.69859506,42.6,88.5,10,a,59.11149152
10,13.84078765,84.38996488,42.7,88.4,10,a,59.11149152
10,13.19096174,84.65320069,42.8,88.3,10,a,59.11149152
10,24.39603285,84.54428611,42.9,88.2,10,a,59.11149152
10,19.67378816,84.75305849,43,88.1,10,a,59.11149152
10,3.997261731,84.58058688,43.1,88,10,a,59.11149152
10,4.140013755,84.84382269,43.2,87.9,10,a,59.11149152
10,3.961776896,85.0162943,43.3,87.8,10,a,59.11149152
10,23.27276175,84.9164365,43.4,87.7,10,a,59.11149152
10,28.09771868,84.8256723,43.5,87.6,10,a,59.11149152
10,28.76409114,84.90736744,43.6,87.5,10,a,59.11149152
10,12.8535378,84.63505031,43.7,87.4,10,a,59.11149152
10,4.346205464,84.57150555,43.8,87.3,10,a,59.11149152
10,29.53044361,84.98906258,43.9,87.2,10,a,59.11149152
10,21.02590867,84.75305849,44,87.1,10,a,59.11149152
10,31.20479742,84.75305849,44.1,87,10,a,59.11149152
10,23.94956678,84.67135108,44.2,86.9,10,a,59.11149152
10,21.84888544,85.16921276,44.3,86.8,10,a,59.11149152
10,43.38033513,84.71675772,44.4,86.7,10,a,59.11149152
10,22.29785517,84.90736744,44.5,86.6,10,a,59.11149152
10,28.51073364,84.76213982,44.6,86.5,10,a,59.11149152
10,0.794591173,84.60781859,44.7,86.4,10,a,59.11149152
10,7.839398306,84.83475363,44.8,86.3,10,a,59.11149152
10,15.19795752,85.03444468,44.9,86.2,10,a,59.11149152
10,26.9316881,84.62596898,45,86.1,10,a,59.11149152
10,29.14482066,85.07983905,45.1,86,10,a,59.11149152
10,52.44620457,84.68952601,45.2,85.9,10,a,59.11149152
10,8.584937523,85.0162943,45.3,85.8,10,a,59.11149152
10,10.78443601,84.83475363,45.4,85.7,10,a,59.11149152
10,24.06070185,84.65320069,45.5,85.6,10,a,59.11149152
10,18.00174363,84.88013573,45.6,85.5,10,a,59.11149152
10,15.62641634,84.64411936,45.7,85.4,10,a,59.11149152
10,38.0376871,84.6804324,45.8,85.3,10,a,59.11149152
10,23.0141792,84.96183087,45.9,85.2,10,a,59.11149152
10,31.69227192,84.59873726,46,85.1,10,a,59.11149152
10,28.41943343,84.9709122,46.1,85,10,a,59.11149152
10,8.571141505,84.72582678,46.2,84.9,10,a,59.11149152
10,33.76025516,84.64411936,46.3,84.8,10,a,59.11149152
10,23.68395854,84.78937153,46.4,84.7,10,a,59.11149152
10,19.5036775,84.68952601,46.5,84.6,10,a,59.11149152
10,25.3790552,84.36273317,46.6,84.5,10,a,59.11149152
10,32.27428597,84.97998126,46.7,84.4,10,a,59.11149152
10,39.60396604,84.45350964,46.8,84.3,10,a,59.11149152
10,28.00842241,84.9164365,46.9,84.2,10,a,59.11149152
10,10.45846115,85.3202277,47,84.1,10,a,59.11149152
10,37.44939498,85.24027649,47.1,84,10,a,59.11149152
10,22.5940326,84.8710544,47.2,83.9,10,a,59.11149152
10,45.32969629,85.16032529,47.3,83.8,10,a,59.11149152
10,30.07549999,84.97998126,47.4,83.7,10,a,59.11149152
10,31.79578675,85.07075773,47.5,83.6,10,a,59.11149152
10,22.81132633,84.61689992,47.6,83.5,10,a,59.11149152
10,20.17021302,84.64411936,47.7,83.4,10,a,59.11149152
10,18.80589791,84.85290402,47.8,83.3,10,a,59.11149152
10,10.43686662,84.69859506,47.9,83.2,10,a,59.11149152
10,17.83998346,84.83475363,48,83.1,10,a,59.11149152
10,38.49787912,84.61689992,48.1,83,10,a,59.11149152
10,17.53955958,85.07075773,48.2,82.9,10,a,59.11149152
10,25.71033674,84.90736744,48.3,82.8,10,a,59.11149152
10,42.72682044,84.9164365,48.4,82.7,10,a,59.11149152
10,22.27224521,85.24916396,48.5,82.6,10,a,59.11149152
10,26.78083631,85.16032529,48.6,82.5,10,a,59.11149152
10,35.34363252,84.78937153,48.7,82.4,10,a,59.11149152
10,32.62773636,84.71675772,48.8,82.3,10,a,59.11149152
10,36.60453693,85.07075773,48.9,82.2,10,a,59.11149152
10,27.49045919,84.72582678,49,82.1,10,a,59.11149152
10,29.56556895,84.99814391,49.1,82,10,a,59.11149152
10,50.51410263,85.16032529,49.2,81.9,10,a,59.11149152
10,54.7409413,84.90736744,49.3,81.8,10,a,59.11149152
10,31.57621918,84.88013573,49.4,81.7,10,a,59.11149152
10,23.9572062,84.76213982,49.5,81.6,10,a,59.11149152
10,32.35092537,84.64411936,49.6,81.5,10,a,59.11149152
10,27.33894268,85.16032529,49.7,81.4,10,a,59.11149152
10,26.51826657,84.9709122,49.8,81.3,10,a,59.11149152
10,13.85440602,84.88920479,49.9,81.2,10,a,59.11149152
10,17.59164432,84.93459916,50,81.1,10,a,59.11149152
10,33.88811103,84.57150555,50.1,81,10,a,59.11149152
10,26.80219914,84.80752192,50.2,80.9,10,a,59.11149152
10,50.4325557,84.74397716,50.3,80.8,10,a,59.11149152
10,17.38367394,84.6804324,50.4,80.7,10,a,59.11149152
10,23.72087214,84.71675772,50.5,80.6,10,a,59.11149152
10,38.91703223,84.53520478,50.6,80.5,10,a,59.11149152
10,37.66513164,84.64411936,50.7,80.4,10,a,59.11149152
10,26.76294038,84.93459916,50.8,80.3,10,a,59.11149152
10,18.52033533,84.34458278,50.9,80.2,10,a,59.11149152
10,5.516796876,84.89828611,51,80.1,10,a,59.11149152
10,25.22063267,84.63505031,51.1,80,10,a,59.11149152
10,35.04840017,84.86198534,51.2,79.9,10,a,59.11149152
10,30.68415233,84.61689992,51.3,79.8,10,a,59.11149152
10,17.28476428,84.68952601,51.4,79.7,10,a,59.11149152
10,41.23195934,84.63505031,51.5,79.6,10,a,59.11149152
10,39.52092424,84.77120887,51.6,79.5,10,a,59.11149152
10,28.0704671,84.98906258,51.7,79.4,10,a,59.11149152
10,32.14387052,84.90736744,51.8,79.3,10,a,59.11149152
10,30.78984999,84.63505031,51.9,79.2,10,a,59.11149152
10,31.95900867,84.64411936,52,79.1,10,a,59.11149152
10,41.14608121,84.93459916,52.1,79,10,a,59.11149152
10,26.31990487,84.3718145,52.2,78.9,10,a,59.11149152
10,45.22250306,84.95274954,52.3,78.8,10,a,59.11149152
10,16.43186471,84.71675772,52.4,78.7,10,a,59.11149152
10,25.53963331,84.77120887,52.5,78.6,10,a,59.11149152
10,20.60668659,84.57150555,52.6,78.5,10,a,59.11149152
10,23.26446716,84.97998126,52.7,78.4,10,a,59.11149152
10,14.37251249,84.94368049,52.8,78.3,10,a,59.11149152
10,43.3947789,84.88920479,52.9,78.2,10,a,59.11149152
10,34.07216832,84.56243649,53,78.1,10,a,59.11149152
10,32.43129631,84.90736744,53.1,78,10,a,59.11149152
10,34.82001581,84.72582678,53.2,77.9,10,a,59.11149152
10,26.50814821,84.69859506,53.3,77.8,10,a,59.11149152
10,29.38548666,85.07983905,53.4,77.7,10,a,59.11149152
10,43.1624344,85.12479942,53.5,77.6,10,a,59.11149152
10,33.23375776,84.8710544,53.6,77.5,10,a,59.11149152
10,39.18298053,84.66228202,53.7,77.4,10,a,59.11149152
10,41.84522888,85.03444468,53.8,77.3,10,a,59.11149152
10,44.50954581,84.44444058,53.9,77.2,10,a,59.11149152
10,28.31873114,84.70767639,54,77.1,10,a,59.11149152
10,27.41866874,84.98906258,54.1,77,10,a,59.11149152
10,37.73731891,84.8256723,54.2,76.9,10,a,59.11149152
10,25.38368179,84.96183087,54.3,76.8,10,a,59.11149152
10,47.20363148,84.65320069,54.4,76.7,10,a,59.11149152
10,25.30534818,84.72582678,54.5,76.6,10,a,59.11149152
10,46.42905595,84.67135108,54.6,76.5,10,a,59.11149152
10,53.11338244,84.64411936,54.7,76.4,10,a,59.11149152
10,23.72215984,84.66228202,54.8,76.3,10,a,59.11149152
10,48.80795965,84.6804324,54.9,76.2,10,a,59.11149152
10,42.61063911,84.50797307,55,76.1,10,a,59.11149152
10,36.64788295,84.94368049,55.1,76,10,a,59.11149152
10,41.14356031,84.6804324,55.2,75.9,10,a,59.11149152
10,38.336247,84.75305849,55.3,75.8,10,a,59.11149152
10,46.08792019,85.07075773,55.4,75.7,10,a,59.11149152
10,30.33270176,84.95274954,55.5,75.6,10,a,59.11149152
10,30.17030046,84.61689992,55.6,75.5,10,a,59.11149152
10,68.19130839,84.67135108,55.7,75.4,10,a,59.11149152
10,54.56181041,84.97998126,55.8,75.3,10,a,59.11149152
10,58.22948842,84.50797307,55.9,75.2,10,a,59.11149152
10,54.36640597,84.95274954,56,75.1,10,a,59.11149152
10,43.33326868,84.57150555,56.1,75,10,a,59.11149152
10,25.22499695,84.94368049,56.2,74.9,10,a,59.11149152
10,41.26532456,84.7802902,56.3,74.8,10,a,59.11149152
10,49.80988783,84.8256723,56.4,74.7,10,a,59.11149152
10,46.98522979,84.86198534,56.5,74.6,10,a,59.11149152
10,55.32804107,85.12479942,56.6,74.5,10,a,59.11149152
10,54.01286463,84.9164365,56.7,74.4,10,a,59.11149152
10,44.83302694,85.0162943,56.8,74.3,10,a,59.11149152
10,33.2098163,84.94368049,56.9,74.2,10,a,59.11149152
10,35.34815174,85.10703649,57,74.1,10,a,59.11149152
10,44.15205466,84.86198534,57.1,74,10,a,59.11149152
10,36.48263828,84.83475363,57.2,73.9,10,a,59.11149152
10,36.75302695,84.76213982,57.3,73.8,10,a,59.11149152
10,53.87280478,84.54428611,57.4,73.7,10,a,59.11149152
10,36.88173533,84.79844059,57.5,73.6,10,a,59.11149152
10,22.60576494,84.40812754,57.6,73.5,10,a,59.11149152
10,17.57304648,84.29920068,57.7,73.4,10,a,59.11149152
10,41.41816149,84.84382269,57.8,73.3,10,a,59.11149152
10,32.05941983,84.65320069,57.9,73.2,10,a,59.11149152
10,29.10257776,84.7349081,58,73.1,10,a,59.11149152
10,33.2951258,84.94368049,58.1,73,10,a,59.11149152
10,35.38797881,84.66228202,58.2,72.9,10,a,59.11149152
10,25.95439043,84.95274954,58.3,72.8,10,a,59.11149152
10,36.73270516,84.63505031,58.4,72.7,10,a,59.11149152
10,16.00585498,84.9164365,58.5,72.6,10,a,59.11149152
10,29.81619875,84.62596898,58.6,72.5,10,a,59.11149152
10,35.91779123,84.74397716,58.7,72.4,10,a,59.11149152
10,41.02639172,84.75305849,58.8,72.3,10,a,59.11149152
10,39.76486516,84.81659097,58.9,72.2,10,a,59.11149152
10,49.49894148,84.57150555,59,72.1,10,a,59.11149152
10,53.77931592,84.69859506,59.1,72,10,a,59.11149152
10,41.57690739,84.78937153,59.2,71.9,10,a,59.11149152
10,29.74590073,84.8710544,59.3,71.8,10,a,59.11149152
10,43.75230809,84.64411936,59.4,71.7,10,a,59.11149152
10,51.70505781,84.44444058,59.5,71.6,10,a,59.11149152
10,50.51373003,84.52612345,59.6,71.5,10,a,59.11149152
10,41.12367934,84.83475363,59.7,71.4,10,a,59.11149152
10,27.33585653,84.98906258,59.8,71.3,10,a,59.11149152
10,29.05483068,85.21362609,59.9,71.2,10,a,59.11149152
10,38.55778875,84.94368049,60,71.1,10,a,59.11149152
10,47.69113452,85.19586316,60.1,71,10,a,59.11149152
10,35.5343743,84.93459916,60.2,70.9,10,a,59.11149152
10,25.80793485,84.98906258,60.3,70.8,10,a,59.11149152
10,55.48289654,85.17810023,60.4,70.7,10,a,59.11149152
10,37.21516879,84.94368049,60.5,70.6,10,a,59.11149152
10,55.43573095,85.04352601,60.6,70.5,10,a,59.11149152
10,50.80950088,84.88920479,60.7,70.4,10,a,59.11149152
10,32.32049954,84.93459916,60.8,70.3,10,a,59.11149152
10,45.69977902,84.88920479,60.9,70.2,10,a,59.11149152
10,52.07268069,85.0162943,61,70.1,10,a,59.11149152
10,36.80279766,84.74397716,61.1,70,10,a,59.11149152
10,35.99098952,84.34458278,61.2,69.9,10,a,59.11149152
10,52.13850466,84.63505031,61.3,69.8,10,a,59.11149152
10,32.54301676,84.63505031,61.4,69.7,10,a,59.11149152
10,34.94553407,84.6804324,61.5,69.6,10,a,59.11149152
10,55.0804194,85.08890811,61.6,69.5,10,a,59.11149152
10,40.32441963,84.86198534,61.7,69.4,10,a,59.11149152
10,49.81481331,85.0162943,61.8,69.3,10,a,59.11149152
10,41.90543971,84.89828611,61.9,69.2,10,a,59.11149152
10,32.93926921,85.03444468,62,69.1,10,a,59.11149152
10,45.17703101,85.07075773,62.1,69,10,a,59.11149152
10,43.05526514,85.13367489,62.2,68.9,10,a,59.11149152
10,52.26660693,84.56243649,62.3,68.8,10,a,59.11149152
10,43.11516496,84.54428611,62.4,68.7,10,a,59.11149152
10,59.33665836,84.61689992,62.5,68.6,10,a,59.11149152
10,27.1216049,84.68952601,62.6,68.5,10,a,59.11149152
10,52.93617018,84.97998126,62.7,68.4,10,a,59.11149152
10,43.35718833,85.17810023,62.8,68.3,10,a,59.11149152
10,59.49793318,84.95274954,62.9,68.2,10,a,59.11149152
10,52.16429208,84.78937153,63,68.1,10,a,59.11149152
10,65.73777842,84.88013573,63.1,68,10,a,59.11149152
10,44.72179217,84.46259097,63.2,67.9,10,a,59.11149152
10,46.29210676,84.52612345,63.3,67.8,10,a,59.11149152
10,55.0001785,84.77120887,63.4,67.7,10,a,59.11149152
10,60.95600973,84.60781859,63.5,67.6,10,a,59.11149152
10,39.5620803,84.48982268,63.6,67.5,10,a,59.11149152
10,24.07524561,84.33550145,63.7,67.4,10,a,59.11149152
10,49.31925255,84.7349081,63.8,67.3,10,a,59.11149152
10,52.75924883,84.6804324,63.9,67.2,10,a,59.11149152
10,67.69286074,84.60781859,64,67.1,10,a,59.11149152
10,49.31870735,84.62596898,64.1,67,10,a,59.11149152
10,54.75804405,85.08890811,64.2,66.9,10,a,59.11149152
10,60.17575176,84.92551783,64.3,66.8,10,a,59.11149152
10,45.63355412,84.51705439,64.4,66.7,10,a,59.11149152
10,41.55966153,84.7802902,64.5,66.6,10,a,59.11149152
10,49.72612633,84.68952601,64.6,66.5,10,a,59.11149152
10,35.06065578,84.88920479,64.7,66.4,10,a,59.11149152
10,56.93979902,84.79844059,64.8,66.3,10,a,59.11149152
10,41.05811592,84.75305849,64.9,66.2,10,a,59.11149152
10,34.44382069,85.14256236,65,66.1,10,a,59.11149152
10,51.0696908,84.92551783,65.1,66,10,a,59.11149152
10,50.33061239,84.81659097,65.2,65.9,10,a,59.11149152
10,43.89159618,84.50797307,65.3,65.8,10,a,59.11149152
10,51.86604459,84.67135108,65.4,65.7,10,a,59.11149152
10,56.06469892,84.61689992,65.5,65.6,10,a,59.11149152
10,55.9528259,84.72582678,65.6,65.5,10,a,59.11149152
10,47.96343198,84.62596898,65.7,65.4,10,a,59.11149152
10,53.56151058,84.85290402,65.8,65.3,10,a,59.11149152
10,45.68251034,84.86198534,65.9,65.2,10,a,59.11149152
10,66.92091047,85.05260734,66,65.1,10,a,59.11149152
10,43.95516219,84.88920479,66.1,65,10,a,59.11149152
10,40.13245182,84.85290402,66.2,64.9,10,a,59.11149152
10,45.64465315,84.44444058,66.3,64.8,10,a,59.11149152
10,44.76252569,84.43535925,66.4,64.7,10,a,59.11149152
10,40.10065332,84.36273317,66.5,64.6,10,a,59.11149152
10,38.85127324,84.94368049,66.6,64.5,10,a,59.11149152
10,67.91735063,84.94368049,66.7,64.4,10,a,59.11149152
10,50.8869372,85.14256236,66.8,64.3,10,a,59.11149152
